image_id,left,top,width,height,tag_name
6d821f33-0b71-435a-a502-cf1e8848ab08,0.8338514,0.5570124,0.05372824,0.05848765,radome
6d821f33-0b71-435a-a502-cf1e8848ab08,0.40325564,0.43607044,0.05395493,0.079649635,panel
6d821f33-0b71-435a-a502-cf1e8848ab08,0.8004066,0.59751874,0.040350314,0.03190537,rru
6d821f33-0b71-435a-a502-cf1e8848ab08,0.3085587,0.5319101,0.12771894,0.077055335,solid
6d821f33-0b71-435a-a502-cf1e8848ab08,0.62133086,0.030741865,0.08303522,0.11090769,solid
6d821f33-0b71-435a-a502-cf1e8848ab08,0.7891651,0.04675831,0.08490639,0.049442396,rru
6d821f33-0b71-435a-a502-cf1e8848ab08,0.6391836,0.0072191455,0.112027586,0.15422796,solid
6d821f33-0b71-435a-a502-cf1e8848ab08,0.5064417,0.40017805,0.02796638,0.03108728,rru
6d821f33-0b71-435a-a502-cf1e8848ab08,0.8756574,0.011442775,0.1243426,0.073677525,rru
6d821f33-0b71-435a-a502-cf1e8848ab08,0.49450636,0.22435163,0.070325516,0.06450695,solid
6d821f33-0b71-435a-a502-cf1e8848ab08,0.8868283,0.06473585,0.08473359,0.061709706,rru
6d821f33-0b71-435a-a502-cf1e8848ab08,0.6046085,0.054792497,0.16330278,0.064072244,solid
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.42307693,0.30464393,0.123270944,0.09281438,rru
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.010499953,0.8325232,0.67131215,0.1674768,solid
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.19732441,0.79451734,0.17845489,0.20548265,panel
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.3110368,0.49958065,0.20019402,0.18775108,rru
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.33277592,0.19704899,0.23698331,0.07002957,solid
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.2499982,0.3412194,0.049423248,0.033833906,rru
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.65802497,0.3589409,0.049423248,0.033833906,rru
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.61277413,0.34083962,0.049423248,0.033833906,rru
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.12637074,0.46310988,0.06413856,0.057647675,radome
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.32107022,0.16540343,0.17176592,0.2054726,solid
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.35092843,0.13846315,0.1488551,0.13704844,solid
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.37123746,0.4033781,0.16006024,0.13078906,rru
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.0343975,0.48842633,0.12768371,0.08043248,shrout
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.49070054,0.39653584,0.09457375,0.11358074,rru
63529b18-34ef-4f9c-ba0e-9abe2724f8b7,0.13473195,0.41374278,0.08086097,0.1032173,solid
89886d56-36fb-4ab4-9454-f4c504c1874a,0.32229862,0.05822785,0.051525205,0.07940314,rru
89886d56-36fb-4ab4-9454-f4c504c1874a,0.8358746,0.16174215,0.11769638,0.22099967,rru
89886d56-36fb-4ab4-9454-f4c504c1874a,0.8774009,0.39347544,0.122599125,0.24901569,rru
89886d56-36fb-4ab4-9454-f4c504c1874a,0.29087827,0.00046832647,0.05920275,0.08573226,rru
89886d56-36fb-4ab4-9454-f4c504c1874a,0.5332659,0.0,0.24947403,0.039933126,solid
89886d56-36fb-4ab4-9454-f4c504c1874a,0.122667536,0.00018283495,0.08381892,0.25044802,solid
89886d56-36fb-4ab4-9454-f4c504c1874a,0.00034133383,0.058986373,0.15553622,0.15771593,shrout
89886d56-36fb-4ab4-9454-f4c504c1874a,0.67754316,0.022409018,0.17178503,0.08987342,solid
89886d56-36fb-4ab4-9454-f4c504c1874a,0.51151633,0.0,0.35604605,0.14519383,solid
89886d56-36fb-4ab4-9454-f4c504c1874a,0.9481587,0.30984342,0.051841293,0.22479714,rru
89886d56-36fb-4ab4-9454-f4c504c1874a,0.10808317,0.0962988,0.09277977,0.080903456,radome
969310ae-2ac4-4ee2-9456-24c730e32be8,0.0,0.49107656,0.19407584,0.27945316,shrout
969310ae-2ac4-4ee2-9456-24c730e32be8,0.12160804,0.19993733,0.16895021,0.4313519,solid
969310ae-2ac4-4ee2-9456-24c730e32be8,0.36070266,0.0,0.12439973,0.07367521,rru
969310ae-2ac4-4ee2-9456-24c730e32be8,0.11758794,0.40500063,0.12975423,0.17945316,radome
969310ae-2ac4-4ee2-9456-24c730e32be8,0.47854233,0.004464047,0.097167954,0.094689876,rru
f7b54c60-de1b-427d-98b3-08e62afb38cb,0.09670561,0.0,0.20803232,0.43225127,panel
f7b54c60-de1b-427d-98b3-08e62afb38cb,0.6124339,0.46426642,0.076359175,0.13994372,rru
f7b54c60-de1b-427d-98b3-08e62afb38cb,0.5754665,0.17388666,0.05716532,0.0779184,rru
f7b54c60-de1b-427d-98b3-08e62afb38cb,0.58435327,0.26591197,0.05812501,0.11715891,rru
f7b54c60-de1b-427d-98b3-08e62afb38cb,0.55854124,0.0,0.11612284,0.1046875,solid
f7b54c60-de1b-427d-98b3-08e62afb38cb,0.6385951,0.6765449,0.09747242,0.15766524,rru
12dda0b7-6172-496f-ba11-d954c474c51a,0.8385802,0.22036867,0.083651684,0.08924749,rru
12dda0b7-6172-496f-ba11-d954c474c51a,0.21405174,0.45902047,0.1448529,0.35315865,panel
12dda0b7-6172-496f-ba11-d954c474c51a,0.927479,0.36302134,0.07251096,0.080229715,rru
12dda0b7-6172-496f-ba11-d954c474c51a,0.8087044,0.13757385,0.08790093,0.06489947,rru
41fb5958-e29b-4710-89aa-c08d8b7c481d,0.6368117,0.47011676,0.13141465,0.30725312,panel
34e01643-9d64-4716-8178-c482e8c2ad45,0.79280436,0.79520756,0.20718558,0.179466,shrout
34e01643-9d64-4716-8178-c482e8c2ad45,0.7104014,0.13232721,0.07017573,0.0869459,rru
34e01643-9d64-4716-8178-c482e8c2ad45,0.70214057,0.030175317,0.078536935,0.074287675,rru
34e01643-9d64-4716-8178-c482e8c2ad45,0.7554516,0.28004873,0.08857038,0.09074337,rru
34e01643-9d64-4716-8178-c482e8c2ad45,0.795485,0.4239728,0.091914855,0.103401594,rru
34e01643-9d64-4716-8178-c482e8c2ad45,0.19063546,0.37557358,0.117056854,0.2936709,panel
bd61277c-bf45-410d-9e6c-bc972eb9b995,0.51239854,0.5057091,0.09145939,0.08629185,rru
bd61277c-bf45-410d-9e6c-bc972eb9b995,0.6711189,0.0,0.074789,0.2412054,panel
bd61277c-bf45-410d-9e6c-bc972eb9b995,0.65532285,0.26590595,0.21709031,0.37125012,shrout
81faae6a-2aa1-4e90-b637-7240cb38a6b8,0.64948916,0.5156488,0.13835928,0.18885784,rru
81faae6a-2aa1-4e90-b637-7240cb38a6b8,0.687184,0.8383772,0.054830298,0.16162282,panel
81faae6a-2aa1-4e90-b637-7240cb38a6b8,0.62785035,0.30337027,0.121636875,0.1534148,rru
81faae6a-2aa1-4e90-b637-7240cb38a6b8,0.53932196,0.17210445,0.09989774,0.102781884,rru
81faae6a-2aa1-4e90-b637-7240cb38a6b8,0.5845728,0.006661413,0.10156998,0.10404771,rru
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.5820504,0.45483428,0.09355749,0.10093373,rru
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.52084243,0.1392405,0.185648,0.17510116,solid
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.51080894,0.022800855,0.13882524,0.13457878,solid
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.54131097,0.616333,0.10743649,0.104717426,rru
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.17881162,0.10687415,0.08386057,0.17569132,solid
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.16555184,0.0,0.11027295,0.056952026,panel
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.08266688,0.09465794,0.16895548,0.054979987,mesh
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.6438751,0.7431426,0.12797724,0.15514283,rru
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.5401338,0.08481013,0.061777964,0.17467354,solid
1274057d-dcfc-45c7-a4a8-353cbfdc26cc,0.7174994,0.96364987,0.1083343,0.036340117,rru
9701c138-d802-4e49-9606-36f38fcd328c,0.5033303,0.0874501,0.10147972,0.09402613,shrout
9701c138-d802-4e49-9606-36f38fcd328c,0.09831233,0.5989728,0.10889447,0.06014601,solid
9701c138-d802-4e49-9606-36f38fcd328c,0.53929484,0.06517235,0.029629292,0.03470996,shrout
9701c138-d802-4e49-9606-36f38fcd328c,0.19407786,0.4801388,0.05454529,0.04388823,solid
9701c138-d802-4e49-9606-36f38fcd328c,0.7676635,0.16929066,0.076808065,0.13678087,solid
9701c138-d802-4e49-9606-36f38fcd328c,0.4519199,0.33991587,0.1365297,0.07395231,mesh
9701c138-d802-4e49-9606-36f38fcd328c,0.58024216,0.35363677,0.117356926,0.15085816,solid
9701c138-d802-4e49-9606-36f38fcd328c,0.46654102,0.06719694,0.11652989,0.073772974,solid
9701c138-d802-4e49-9606-36f38fcd328c,0.7760247,0.25536662,0.22396526,0.11779353,solid
9701c138-d802-4e49-9606-36f38fcd328c,0.6864329,0.16190915,0.1831803,0.07797062,solid
9701c138-d802-4e49-9606-36f38fcd328c,0.8762542,0.39076346,0.06688963,0.07468355,panel
9701c138-d802-4e49-9606-36f38fcd328c,0.46015686,0.22926788,0.06552379,0.083049946,panel
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.56688964,0.5413964,0.03846154,0.10253165,panel
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.5869565,0.82240903,0.07190636,0.067088604,solid
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.5250836,0.23380142,0.073578596,0.064556964,shrout
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.3846154,0.7894976,0.058528427,0.070886075,rru
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.48996654,0.10975079,0.091973245,0.06329114,solid
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.45986623,0.16164953,0.04180602,0.08354431,solid
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.57525086,0.70342165,0.040133778,0.053164557,mesh
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.4147157,0.665447,0.06187291,0.062025316,rru
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.5234114,0.19202927,0.031772576,0.041772153,radome
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.13210702,0.265447,0.07190636,0.04050633,solid
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.45652175,0.35532042,0.055183947,0.13797468,solid
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.08361204,0.3717761,0.055183947,0.059493672,radome
d8664292-fee6-46da-8fcb-cb6cac00d7a2,0.5719063,0.75025713,0.06020067,0.05443038,mesh
b5b85711-a89f-4add-9484-ce52ffe6ac64,0.15166588,0.47164416,0.3141256,0.24731022,shrout
b5b85711-a89f-4add-9484-ce52ffe6ac64,0.390146,0.25544715,0.06442449,0.20233496,panel
b5b85711-a89f-4add-9484-ce52ffe6ac64,0.35951135,0.61918455,0.06582224,0.05609972,rru
b5b85711-a89f-4add-9484-ce52ffe6ac64,0.3601899,0.0016218612,0.084065154,0.12784928,rru
b5b85711-a89f-4add-9484-ce52ffe6ac64,0.44867584,0.6454206,0.05364109,0.046240397,rru
ae676353-8888-4ca9-82fd-8731198cea7c,0.23157747,0.63614887,0.07555767,0.10455977,rru
ae676353-8888-4ca9-82fd-8731198cea7c,0.3110368,0.4983584,0.09030101,0.08101266,rru
ae676353-8888-4ca9-82fd-8731198cea7c,0.35628787,0.42042843,0.05136788,0.07757178,rru
ae676353-8888-4ca9-82fd-8731198cea7c,0.96600246,0.22558205,0.03399754,0.05170036,solid
ae676353-8888-4ca9-82fd-8731198cea7c,0.6504621,0.357351,0.17107172,0.32934836,panel
ae676353-8888-4ca9-82fd-8731198cea7c,0.4658047,0.20655866,0.09438598,0.096765496,mesh
ae676353-8888-4ca9-82fd-8731198cea7c,0.4658047,0.19643207,0.14288096,0.047398407,solid
ae676353-8888-4ca9-82fd-8731198cea7c,0.13377926,0.7932951,0.10702341,0.13417721,rru
ae676353-8888-4ca9-82fd-8731198cea7c,0.39177027,0.29552025,0.19361293,0.081286274,solid
ae676353-8888-4ca9-82fd-8731198cea7c,0.7247005,0.31689194,0.07963734,0.055292178,solid
ae676353-8888-4ca9-82fd-8731198cea7c,0.85470945,0.82551724,0.0730698,0.054437015,mesh
55bb918a-7125-4523-88bb-2203f8b1c996,0.23007378,0.124069475,0.06402003,0.059704855,solid
55bb918a-7125-4523-88bb-2203f8b1c996,0.37144026,0.31393152,0.022216678,0.03863075,solid
55bb918a-7125-4523-88bb-2203f8b1c996,0.17662261,0.43472433,0.021114917,0.045686074,rru
55bb918a-7125-4523-88bb-2203f8b1c996,0.22652665,0.16890153,0.041268468,0.082394935,mesh
55bb918a-7125-4523-88bb-2203f8b1c996,0.1935148,0.28129533,0.069501065,0.06843769,solid
55bb918a-7125-4523-88bb-2203f8b1c996,0.31744796,0.31105343,0.023993995,0.03429367,solid
55bb918a-7125-4523-88bb-2203f8b1c996,0.32153624,0.25624332,0.03551031,0.05201519,solid
55bb918a-7125-4523-88bb-2203f8b1c996,0.36568213,0.39042053,0.030711846,0.039356958,radome
55bb918a-7125-4523-88bb-2203f8b1c996,0.3109796,0.35371166,0.029752152,0.045686074,shrout
55bb918a-7125-4523-88bb-2203f8b1c996,0.16222721,0.49801546,0.030711846,0.05328101,rru
a17c79fd-000c-4b4c-9c44-ae9a4f5b3591,0.537349,0.0010807577,0.10088454,0.14564858,panel
a17c79fd-000c-4b4c-9c44-ae9a4f5b3591,0.52608323,0.42418352,0.10150034,0.07862011,rru
a17c79fd-000c-4b4c-9c44-ae9a4f5b3591,0.6846737,0.45008573,0.064193845,0.080417424,rru
a17c79fd-000c-4b4c-9c44-ae9a4f5b3591,0.18462926,0.1828616,0.5321172,0.4030496,shrout
f71c4ffb-248a-4c55-a937-04e5fcc12abb,0.82213557,0.0,0.17785442,0.49123085,panel
f71c4ffb-248a-4c55-a937-04e5fcc12abb,0.4340575,0.3752557,0.13228348,0.18360418,rru
f71c4ffb-248a-4c55-a937-04e5fcc12abb,0.39466628,0.6740773,0.14248702,0.22120355,rru
f71c4ffb-248a-4c55-a937-04e5fcc12abb,0.5178809,0.0,0.0880366,0.08545671,rru
f71c4ffb-248a-4c55-a937-04e5fcc12abb,0.48509,0.09899398,0.12913695,0.15406308,rru
b94ab8c8-761e-42da-ab86-bc66fa15d0ea,0.51666665,0.28078613,0.07083333,0.046875,mesh
b94ab8c8-761e-42da-ab86-bc66fa15d0ea,0.5062772,0.30111498,0.06662434,0.05413672,solid
b94ab8c8-761e-42da-ab86-bc66fa15d0ea,0.5517557,0.6458114,0.075655185,0.07073568,solid
b94ab8c8-761e-42da-ab86-bc66fa15d0ea,0.51910967,0.3705319,0.08987774,0.06852057,solid
b94ab8c8-761e-42da-ab86-bc66fa15d0ea,0.5337389,0.5588582,0.06120165,0.045341164,solid
0208e264-7cd4-4f93-9a00-1a315b63ae8a,0.43038324,0.34779978,0.049469672,0.029054314,mesh
0208e264-7cd4-4f93-9a00-1a315b63ae8a,0.3875,0.18547364,0.0625,0.0578125,shrout
45343fa0-88de-4db9-8ed6-c3c6b2c9ac42,0.27604467,0.63083005,0.13327384,0.07322117,mesh
45343fa0-88de-4db9-8ed6-c3c6b2c9ac42,0.20120095,0.24133106,0.16448908,0.15092914,shrout
6251fb61-9adc-4d0b-aaa7-8627d9ad7d82,0.34278953,0.5819668,0.03063793,0.06713177,mesh
6251fb61-9adc-4d0b-aaa7-8627d9ad7d82,0.16227764,0.61713386,0.07987071,0.078818604,shrout
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.42296386,0.06409407,0.06427592,0.08189701,shrout
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.5365925,0.1958281,0.059875667,0.08442013,shrout
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.2689109,0.04077051,0.012140277,0.050110217,panel
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.38860136,0.40213796,0.19769089,0.273572,solid
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.41880342,0.0,0.046533715,0.019877374,solid
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.31434,0.2375989,0.051282052,0.070886075,solid
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.5498695,0.29479316,0.075408585,0.12803666,shrout
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.36658362,0.075805806,0.052616563,0.054618936,solid
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.14127024,0.28079668,0.02139738,0.026788253,shrout
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.41311735,0.2087172,0.15613033,0.19259362,solid
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.24232021,0.3243148,0.03113363,0.04631275,shrout
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.19919996,0.0,0.01650851,0.040872104,panel
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.34283,0.21987738,0.033238366,0.044303797,shrout
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.15646492,0.221303,0.018952947,0.0293199,shrout
8dc987ae-2ef4-446c-b74c-0f067970da1f,0.53466284,0.017345728,0.038936373,0.044303797,solid
3cd823c7-c7a6-442e-ae4e-5817f545226c,0.25389123,0.037124187,0.090623215,0.17598017,shrout
3cd823c7-c7a6-442e-ae4e-5817f545226c,0.25972134,0.497636,0.039965898,0.08700856,mesh
3cd823c7-c7a6-442e-ae4e-5817f545226c,0.32980493,0.06327827,0.040712953,0.10133329,shrout
3cd823c7-c7a6-442e-ae4e-5817f545226c,0.29528287,0.0,0.07216373,0.044656157,shrout
1ca3407d-1b10-4c81-be69-e8bfed9e4405,0.37360078,0.42606145,0.040585786,0.09830606,shrout
1ca3407d-1b10-4c81-be69-e8bfed9e4405,0.33613187,0.26049286,0.079778016,0.15330997,shrout
1ca3407d-1b10-4c81-be69-e8bfed9e4405,0.42692316,0.03209119,0.053519137,0.0797785,mesh
1ca3407d-1b10-4c81-be69-e8bfed9e4405,0.28940475,0.8516566,0.04418046,0.08883974,mesh
1ca3407d-1b10-4c81-be69-e8bfed9e4405,0.30003557,0.39819574,0.087380335,0.17037207,shrout
4db33385-dba2-411d-8cee-9937c0ffbf6e,0.07518205,0.48745567,0.052637916,0.08275116,mesh
4db33385-dba2-411d-8cee-9937c0ffbf6e,0.20338717,0.49251896,0.06308426,0.08654863,mesh
4db33385-dba2-411d-8cee-9937c0ffbf6e,0.28315926,0.5216329,0.043141242,0.05616888,shrout
4db33385-dba2-411d-8cee-9937c0ffbf6e,0.32114595,0.52289873,0.062134594,0.07895369,shrout
3c463689-49f7-43ae-852c-09da6b74051f,0.330645,0.39913088,0.09449291,0.12377591,mesh
3c463689-49f7-43ae-852c-09da6b74051f,0.5100322,0.3841147,0.117542595,0.14777622,shrout
3c463689-49f7-43ae-852c-09da6b74051f,0.43975985,0.4282866,0.075743854,0.10865003,shrout
3c463689-49f7-43ae-852c-09da6b74051f,0.1251696,0.4179011,0.088144645,0.09817505,mesh
0ae1c600-0c51-4448-b0fd-5649e52089a7,0.0,0.299958,0.09787837,0.15769258,shrout
3f1a3e6a-1477-45c6-bc0c-aba80bd0e325,0.3561472,0.3150567,0.10852786,0.19038199,shrout
3f1a3e6a-1477-45c6-bc0c-aba80bd0e325,0.46440932,0.08847444,0.05344714,0.11443262,mesh
3f1a3e6a-1477-45c6-bc0c-aba80bd0e325,0.42737228,0.27455038,0.058195475,0.09797692,shrout
3f1a3e6a-1477-45c6-bc0c-aba80bd0e325,0.40932858,0.15556304,0.0838365,0.14860983,mesh
c0535981-3524-4301-9b87-3035e30572e3,0.5556142,0.048101265,0.16422388,0.07463184,mesh
c0535981-3524-4301-9b87-3035e30572e3,0.6381766,0.120282486,0.13147515,0.092915915,shrout
b7025b45-ac36-433a-b4d4-745fd257015b,0.45676163,0.1494479,0.43522683,0.39614445,solid
af9b400e-deb8-4b8f-b4a7-37ee749270a0,0.38300434,0.25214908,0.02838988,0.09846273,solid
af9b400e-deb8-4b8f-b4a7-37ee749270a0,0.366313,0.48110592,0.030646296,0.09646659,solid
af9b400e-deb8-4b8f-b4a7-37ee749270a0,0.54487383,0.6681107,0.043280996,0.08581548,solid
af9b400e-deb8-4b8f-b4a7-37ee749270a0,0.366313,0.41908062,0.035394635,0.09266913,solid
af9b400e-deb8-4b8f-b4a7-37ee749270a0,0.5331105,0.5779268,0.052450307,0.0891058,solid
af9b400e-deb8-4b8f-b4a7-37ee749270a0,0.5311033,0.45971334,0.042271737,0.085931435,solid
8c2c241b-bbe7-4b09-ac51-2ef667100df7,0.50003755,0.48036522,0.02773703,0.081650116,solid
8c2c241b-bbe7-4b09-ac51-2ef667100df7,0.33816886,0.513093,0.036956295,0.09107063,solid
8c2c241b-bbe7-4b09-ac51-2ef667100df7,0.34670737,0.34606647,0.031211892,0.09680486,solid
8c2c241b-bbe7-4b09-ac51-2ef667100df7,0.5209303,0.6841627,0.025837695,0.08797923,solid
8c2c241b-bbe7-4b09-ac51-2ef667100df7,0.5209303,0.5884998,0.038323905,0.10642696,solid
8c2c241b-bbe7-4b09-ac51-2ef667100df7,0.3283658,0.57718384,0.0288131,0.096942514,solid
33fcd419-869e-4c25-95f8-ca4072397f49,0.5710649,0.43830997,0.041755814,0.09830057,solid
33fcd419-869e-4c25-95f8-ca4072397f49,0.36803526,0.4486148,0.05933999,0.10539062,solid
33fcd419-869e-4c25-95f8-ca4072397f49,0.58604366,0.34186527,0.03654624,0.121415816,solid
33fcd419-869e-4c25-95f8-ca4072397f49,0.39421082,0.3823716,0.06693561,0.093567714,solid
33fcd419-869e-4c25-95f8-ca4072397f49,0.53950995,0.24566273,0.04428412,0.09483354,solid
33fcd419-869e-4c25-95f8-ca4072397f49,0.39041215,0.21148552,0.065036274,0.08597278,solid
c61908e5-c60e-4976-b5a6-df0f98e4fb33,0.38266078,0.5371701,0.07381134,0.08191933,solid
c61908e5-c60e-4976-b5a6-df0f98e4fb33,0.5115803,0.40663737,0.063033596,0.12054828,solid
c61908e5-c60e-4976-b5a6-df0f98e4fb33,0.40014416,0.3894486,0.051968984,0.061666165,solid
c61908e5-c60e-4976-b5a6-df0f98e4fb33,0.47063553,0.50520766,0.06693139,0.10398096,solid
c61908e5-c60e-4976-b5a6-df0f98e4fb33,0.45064747,0.33552456,0.06526433,0.08824845,solid
c61908e5-c60e-4976-b5a6-df0f98e4fb33,0.32624102,0.61780304,0.07761001,0.08824845,solid
afb09e2c-b56c-4168-97dd-c33bc68444a5,0.4704054,0.2231685,0.033783786,0.029113924,solid
afb09e2c-b56c-4168-97dd-c33bc68444a5,0.29094595,0.4088647,0.033783786,0.029113924,solid
afb09e2c-b56c-4168-97dd-c33bc68444a5,0.23889448,0.37484738,0.024619034,0.029113924,solid
afb09e2c-b56c-4168-97dd-c33bc68444a5,0.3091216,0.5211432,0.033783782,0.030379746,shrout
afb09e2c-b56c-4168-97dd-c33bc68444a5,0.4522297,0.15139635,0.033783782,0.030379746,shrout
afb09e2c-b56c-4168-97dd-c33bc68444a5,0.2960135,0.4417761,0.033783782,0.030379746,shrout
afb09e2c-b56c-4168-97dd-c33bc68444a5,0.3931081,0.23114319,0.027027028,0.027848102,solid
afb09e2c-b56c-4168-97dd-c33bc68444a5,0.45689186,0.19152294,0.033783782,0.030379746,shrout
e2307627-be85-47ee-a380-d3cf5d223b74,0.062579595,0.77933407,0.06544263,0.09383436,shrout
e2307627-be85-47ee-a380-d3cf5d223b74,0.3706254,0.089602195,0.039074086,0.08380553,solid
e2307627-be85-47ee-a380-d3cf5d223b74,0.35543072,0.0,0.029577408,0.0442938,solid
e2307627-be85-47ee-a380-d3cf5d223b74,0.0552128,0.65290195,0.060834996,0.10170883,solid
8ed8aafd-b5bc-47c8-9fb2-cc496b1f24a6,0.37254962,0.22259855,0.029878968,0.031216081,solid
8ed8aafd-b5bc-47c8-9fb2-cc496b1f24a6,0.44856316,0.2137378,0.033257347,0.031216081,solid
8ed8aafd-b5bc-47c8-9fb2-cc496b1f24a6,0.23875512,0.40712202,0.030932548,0.031426717,solid
8ed8aafd-b5bc-47c8-9fb2-cc496b1f24a6,0.18639025,0.3780081,0.030932548,0.030160893,solid
8ed8aafd-b5bc-47c8-9fb2-cc496b1f24a6,0.43545502,0.18247198,0.038324915,0.031216081,solid
8ed8aafd-b5bc-47c8-9fb2-cc496b1f24a6,0.43336046,0.13778843,0.033257347,0.033747725,solid
8ed8aafd-b5bc-47c8-9fb2-cc496b1f24a6,0.2421335,0.4400334,0.034310926,0.02889507,shrout
8ed8aafd-b5bc-47c8-9fb2-cc496b1f24a6,0.25057945,0.5185144,0.037940886,0.03269254,shrout
bebdb57f-0ac0-400d-b308-0532fd4efbef,0.3888661,0.28987193,0.07580275,0.108880915,solid
bebdb57f-0ac0-400d-b308-0532fd4efbef,0.4311491,0.2996242,0.06362773,0.12658228,solid
bebdb57f-0ac0-400d-b308-0532fd4efbef,0.35791644,0.27632764,0.07200408,0.10761509,solid
